full_id,osm_id,osm_type,access,amenity,fee,parking,type,wheelchair,surface,service,maxstay,operator,park_ride,supervised,name,landuse,capacity,capacity:disabled,ref,network,lit,surveillance,maxweight,building,building:levels,maxheight,roof:levels,toilets:wheelchair,wheelchair:description,fee:conditional,capacity:parent,capacity:women,operator:type,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,note:de,description,opening_hours,width,smoothness,layer,location,hgv,motorboat,motorcar,motorcycle,snowmobile,fixme:en,fixme:de,foot,barrier,contact:email,contact:fax,contact:phone,contact:website,owner,parking:condition,natural,highway,emergency,covered,source:note,disabled,name:etymology:wikidata,level,bus,capacity:charging,alt_name,capacity:hgv,vehicle,access:disabled,building:levels:underground,building:part,Fläche
w26357364,"26357364",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1720"
w26359409,"26359409",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"417"
w26405697,"26405697",way,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"434"
w26439661,"26439661",way,yes,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"663"
w26500384,"26500384",way,private,parking,,,,,cobblestone,,,Privatparkplatz,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1062"
w26533090,"26533090",way,,parking,,,,,,,,,,,EDG Mountainbike Arena - Besucherparkplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"372"
w26572248,"26572248",way,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3431"
w26620951,"26620951",way,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"709"
w26627327,"26627327",way,customers,parking,,rooftop,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,Dortmund,DE,"2","44139",Rosemeyerstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1426"
w26682545,"26682545",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"653"
w26689672,"26689672",way,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"332"
w26700641,"26700641",way,,parking,,surface,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"708"
w26706106,"26706106",way,private,parking,,surface,,,,,,Mercedes Benz Niederlassung Dortmund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13889"
w26724550,"26724550",way,yes,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4359"
w26731322,"26731322",way,unknown,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2256"
w26731355,"26731355",way,,parking,,,,,,,,,,,Lehrerparkplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"373"
w26957124,"26957124",way,customers,parking,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6454"
w26965210,"26965210",way,,parking,yes,multi-storey,,yes,,,,Kaufland,,,,,,,,,,,,yes,,,,,,,,,,,,,,,"Ersten 120 Min. frei, wenn bei Kaufland eingekauft, sonst kostenpflichtig.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6156"
w26965449,"26965449",way,permissive,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"926"
w26965478,"26965478",way,permissive,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9102"
w27064030,"27064030",way,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7599"
w27263850,"27263850",way,yes,parking,no,surface,,,,,,,,,Parkparkplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1093"
w27403132,"27403132",way,private,parking,,,,,,,,DSW21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5536"
w27462867,"27462867",way,customers,parking,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"324"
w27465498,"27465498",way,destination,parking,,,,,,,,Sparkasse Dortmund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"337"
w27466206,"27466206",way,yes,parking,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1614"
w27473919,"27473919",way,customers,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"542"
w27616196,"27616196",way,permissive,parking,,surface,,,,,,,,,,,"64","4",,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2209"
w27741415,"27741415",way,private,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"245"
w27741649,"27741649",way,permissive,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3733"
w27798226,"27798226",way,yes,parking,no,surface,,,ground,,,,,,,,,,,,,,,,,"2.2",,,,,,,,,,,,,,"Park and Ride, max. height 2m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1983"
w27810638,"27810638",way,,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2394"
w27822978,"27822978",way,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2157"
w27935473,"27935473",way,,parking,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"493"
w28095447,"28095447",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"988"
w28110592,"28110592",way,,parking,,surface,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3009"
w28157913,"28157913",way,yes,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"218"
w28348856,"28348856",way,,parking,,surface,,,,,,,,,,,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"154"
w28364265,"28364265",way,permissive,parking,,multi-storey,,no,,,,,no,,,,,,,,,,,yes,,,,,,,,,,Dortmund,DE,"22","44227",Martin-Schmeißer-Weg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1598"
w28364274,"28364274",way,,parking,,surface,,,,,,International School of Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4325"
w28369879,"28369879",way,private,parking,,surface,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"683"
w28402016,"28402016",way,,parking,,surface,,,,,,,,,,,"12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"157"
w28440419,"28440419",way,,parking,,surface,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2844"
w28492299,"28492299",way,private,parking,,surface,,,,,,Caterpillar,,yes,Mitarbeiterparkplatz Caterpillar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9396"
w28537018,"28537018",way,permissive,parking,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1764"
w28555678,"28555678",way,,parking,,,,,,,,,,,P+R BVB / Westfalenhalle / City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7791"
w28555901,"28555901",way,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2176"
w28555976,"28555976",way,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1048"
w28577326,"28577326",way,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"851"
w28580698,"28580698",way,,parking,no,surface,,,,,,,,,Marktplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1644"
w28682328,"28682328",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3149"
w28692501,"28692501",way,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1293"
w28702119,"28702119",way,customers,parking,no,surface,,,asphalt,,,,no,,,,,yes,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27313"
w28716945,"28716945",way,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2749"
w28791804,"28791804",way,,parking,,,,,,,,,,,Kirchengemeinde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"248"
w28908437,"28908437",way,,parking,,surface,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4158"
w29021564,"29021564",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1422"
w29052698,"29052698",way,private,parking,,surface,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1473"
w29215413,"29215413",way,yes,parking,yes,surface,,,,,,,,,Stiftsplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2907"
w29216174,"29216174",way,private,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4349"
w29216471,"29216471",way,yes,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"860"
w29363906,"29363906",way,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1628"
w29363907,"29363907",way,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1059"
w29363908,"29363908",way,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"791"
w29363909,"29363909",way,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1268"
w29404239,"29404239",way,permissive,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3061"
w29404429,"29404429",way,,parking,,surface,,,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3827"
w29874719,"29874719",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120"
w29989616,"29989616",way,,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3574"
w29989647,"29989647",way,unknown,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"906"
w29989649,"29989649",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1595"
w30022443,"30022443",way,,parking,yes,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2646"
w30419472,"30419472",way,,parking,,surface,,,,,,,yes,,,,"73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2801"
w30611066,"30611066",way,designated,parking,,surface,,,,,,,,,Lehrerparkplatz,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"554"
w30611068,"30611068",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11137"
w30611069,"30611069",way,designated,parking,,surface,,,,,,,,,Schülerparkplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4281"
w30669279,"30669279",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"671"
w30683619,"30683619",way,permissive,parking,,surface,,,,,,,,,Parkplatz Netto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1147"
w30737862,"30737862",way,private,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"457"
w30844006,"30844006",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"959"
w30844741,"30844741",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2719"
w30858510,"30858510",way,,parking,no,surface,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3865"
w30889047,"30889047",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"731"
w30891760,"30891760",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"687"
w30918009,"30918009",way,,parking,yes,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1064"
w31022332,"31022332",way,permissive,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"139"
w31027056,"31027056",way,,parking,,surface,,,,,,,,,,,"110",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2976"
w31094840,"31094840",way,,parking,,surface,,,paved,,,Overkamp,,,Overkamp Parkplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3057"
w31140146,"31140146",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"296"
w31259003,"31259003",way,,parking,no,surface,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1663"
w31269808,"31269808",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"552"
w31277384,"31277384",way,customers,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1144"
w31277392,"31277392",way,customers,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1070"
w31306533,"31306533",way,yes,parking,,multi-storey,,,,,,,,,Parkhaus Kaufhof,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1115"
w31307991,"31307991",way,yes,parking,,surface,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3054"
w31312013,"31312013",way,customers,parking,yes,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"806"
w31353911,"31353911",way,,parking,yes,,,,,,,,,,Parkplatz-C1 (Westfalenhallen),,,,C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5991"
w31356495,"31356495",way,yes,parking,yes,surface,,,,,,,,,Parkplatz-A4 (Westfalenhallen),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12514"
w31356561,"31356561",way,yes,parking,yes,surface,,,,,,,,,Parkplatz-A3 (Westfalenhallen),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10808"
w31356643,"31356643",way,yes,parking,yes,surface,,yes,,,,,,,Parkplatz-A2 (Westfalenhallen),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8304"
w31454155,"31454155",way,yes,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1871"
w31513487,"31513487",way,private,parking,,multi-storey,,,,,,,,,,,,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017"
w31513529,"31513529",way,yes,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000"
w31513558,"31513558",way,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1683"
w31513569,"31513569",way,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"882"
w31513983,"31513983",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"204"
w31523749,"31523749",way,customers,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"374"
w31524335,"31524335",way,yes,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1642"
w31546032,"31546032",way,permissive,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1593"
w31764333,"31764333",way,yes,parking,no,surface,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3317"
w31764335,"31764335",way,yes,parking,no,surface,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2181"
w31855047,"31855047",way,permissive,parking,,surface,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2674"
w31894379,"31894379",way,yes,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2584"
w31894400,"31894400",way,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4155"
w31980770,"31980770",way,permissive,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2135"
w32012732,"32012732",way,private,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"949"
w32012737,"32012737",way,private,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"808"
w32012924,"32012924",way,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"441"
w32029703,"32029703",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1930"
w32063141,"32063141",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"577"
w32110732,"32110732",way,,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3028"
w32122795,"32122795",way,,parking,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"679"
w32126926,"32126926",way,,parking,,surface,,,,,,,,,Sparkasse Dortmund Kundenparkplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"596"
w32126929,"32126929",way,permissive,parking,,surface,,,,,,,,,Kundenparkplatz Fruchtbare Erde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"624"
w32126930,"32126930",way,permissive,parking,,underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"529"
w32127244,"32127244",way,,parking,,surface,,,,,,,,,Parkplatz KHG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"982"
w32131055,"32131055",way,,parking,,surface,,,,,,,,,Parkplatz KGV Brechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"985"
w32131061,"32131061",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1398"
w32138710,"32138710",way,yes,parking,yes,multi-storey,,,,,,Contipark International Parking GmbH,,,Parkhaus Kuckelke,,,,,,,,,parking,"5",,"0",,,,,,,Dortmund,DE,"3","44135",Kuckelke,,,"Mo-Su,PH 00:00-24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2390"
w32140672,"32140672",way,customers,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6750"
w32202482,"32202482",way,yes,parking,yes,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1957"
w32202502,"32202502",way,yes,parking,yes,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"403"
w32224265,"32224265",way,,parking,,surface,,,,,,,,,Gästeparkplatz MPI,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"113"
w32347713,"32347713",way,,parking,,surface,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4641"
w32507338,"32507338",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"611"
w32507394,"32507394",way,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"619"
